# Time since Start (s)	Non-Conservative Translational Work (J)	Non-Conservative Rotational Work (J)	Work from Gravity-Gradient Torque (J)	Work from Aspherical Earth Potential (J)	Work from Sun Acceleration (J)	Work from Moon Acceleration (J)	Earth Potential Energy (J)	Sun Potential (J)	Moon Potential (J)
45792000.000000	0.0000000000000000e+00	-4.8492670793327467e-07	7.0277383419002657e+00	1.3899921214200747e+10	0.0000000000000000e+00	0.0000000000000000e+00	-4.5883032396426447e+11	0.0000000000000000e+00	0.0000000000000000e+00
45878400.000000	0.0000000000000000e+00	-4.8580765735783479e-07	7.0502908602519723e+00	1.3509561141414057e+10	0.0000000000000000e+00	0.0000000000000000e+00	-4.5679322697217969e+11	0.0000000000000000e+00	0.0000000000000000e+00
45964800.000000	0.0000000000000000e+00	-4.8670056505600642e-07	7.0612960869550569e+00	1.3511062107084934e+10	0.0000000000000000e+00	0.0000000000000000e+00	-4.5872602884276135e+11	0.0000000000000000e+00	0.0000000000000000e+00
46051200.000000	0.0000000000000000e+00	-4.8759507946131070e-07	7.0724508796598329e+00	1.3954302084646040e+10	0.0000000000000000e+00	0.0000000000000000e+00	-4.5792148221762347e+11	0.0000000000000000e+00	0.0000000000000000e+00
46137600.000000	0.0000000000000000e+00	-4.8847059784857415e-07	7.1448648337584899e+00	1.3966050719940273e+10	0.0000000000000000e+00	0.0000000000000000e+00	-4.5753442719599628e+11	0.0000000000000000e+00	0.0000000000000000e+00
46224000.000000	0.0000000000000000e+00	-4.8937078443592056e-07	7.0235487012083109e+00	1.3575488216480328e+10	0.0000000000000000e+00	0.0000000000000000e+00	-4.5888992538482477e+11	0.0000000000000000e+00	0.0000000000000000e+00
46310400.000000	0.0000000000000000e+00	-4.9025885502589774e-07	7.1460879919083116e+00	1.3655205528789164e+10	0.0000000000000000e+00	0.0000000000000000e+00	-4.5692885382825977e+11	0.0000000000000000e+00	0.0000000000000000e+00
46396800.000000	0.0000000000000000e+00	-4.9114916861545954e-07	7.1259199168347678e+00	1.4095186829623888e+10	0.0000000000000000e+00	0.0000000000000000e+00	-4.5848034396026459e+11	0.0000000000000000e+00	0.0000000000000000e+00
46483200.000000	0.0000000000000000e+00	-4.9210424968536948e-07	7.1443687686388593e+00	1.4034635232634682e+10	0.0000000000000000e+00	0.0000000000000000e+00	-4.5855503416068536e+11	0.0000000000000000e+00	0.0000000000000000e+00
46569600.000000	0.0000000000000000e+00	-4.9305968265943353e-07	7.1576112923831952e+00	1.3655370300365602e+10	0.0000000000000000e+00	0.0000000000000000e+00	-4.5681575753401550e+11	0.0000000000000000e+00	0.0000000000000000e+00
46656000.000000	0.0000000000000000e+00	-4.9404866999159150e-07	7.1765520654332118e+00	1.3802266376381527e+10	0.0000000000000000e+00	0.0000000000000000e+00	-4.5890974330987457e+11	0.0000000000000000e+00	0.0000000000000000e+00
46742400.000000	0.0000000000000000e+00	-4.9504090055284109e-07	7.1787950817786594e+00	1.4221605072930565e+10	0.0000000000000000e+00	0.0000000000000000e+00	-4.5770773915962341e+11	0.0000000000000000e+00	0.0000000000000000e+00
46828800.000000	0.0000000000000000e+00	-4.9596762224837988e-07	7.1677683555295753e+00	1.4089401141369644e+10	0.0000000000000000e+00	0.0000000000000000e+00	-4.5771542393532031e+11	0.0000000000000000e+00	0.0000000000000000e+00
46915200.000000	0.0000000000000000e+00	-4.9691109080217996e-07	7.2691634566407650e+00	1.3735829617566551e+10	0.0000000000000000e+00	0.0000000000000000e+00	-4.5875961917172003e+11	0.0000000000000000e+00	0.0000000000000000e+00
47001600.000000	0.0000000000000000e+00	-4.9782751025259293e-07	7.1924968317620381e+00	1.3955604495861361e+10	0.0000000000000000e+00	0.0000000000000000e+00	-4.5689117405496796e+11	0.0000000000000000e+00	0.0000000000000000e+00
47088000.000000	0.0000000000000000e+00	-4.9872030748808003e-07	7.2354559563443956e+00	1.4345939866695457e+10	0.0000000000000000e+00	0.0000000000000000e+00	-4.5874913047120135e+11	0.0000000000000000e+00	0.0000000000000000e+00
47174400.000000	0.0000000000000000e+00	-4.9964296551379446e-07	7.2540445585867479e+00	1.4150634995169178e+10	0.0000000000000000e+00	0.0000000000000000e+00	-4.5823986537806085e+11	0.0000000000000000e+00	0.0000000000000000e+00
47260800.000000	0.0000000000000000e+00	-5.0052701979931702e-07	7.2603199615480429e+00	1.3832214103366947e+10	0.0000000000000000e+00	0.0000000000000000e+00	-4.5691902747129504e+11	0.0000000000000000e+00	0.0000000000000000e+00
47347200.000000	0.0000000000000000e+00	-5.0140347052752510e-07	7.2681308922277950e+00	1.4109308334294935e+10	0.0000000000000000e+00	0.0000000000000000e+00	-4.5904325382758740e+11	0.0000000000000000e+00	0.0000000000000000e+00
47433600.000000	0.0000000000000000e+00	-5.0229156568357872e-07	7.2350177600250589e+00	1.4456571013012295e+10	0.0000000000000000e+00	0.0000000000000000e+00	-4.5750014862922675e+11	0.0000000000000000e+00	0.0000000000000000e+00
47520000.000000	0.0000000000000000e+00	-5.0315894419096288e-07	7.3736553535986458e+00	1.4199772052933201e+10	0.0000000000000000e+00	0.0000000000000000e+00	-4.5790875144699316e+11	0.0000000000000000e+00	0.0000000000000000e+00
47606400.000000	0.0000000000000000e+00	-5.0406347288258961e-07	7.2761903359825535e+00	1.3929630615627598e+10	0.0000000000000000e+00	0.0000000000000000e+00	-4.5859418514012842e+11	0.0000000000000000e+00	0.0000000000000000e+00
47692800.000000	0.0000000000000000e+00	-5.0497990403882014e-07	7.3179229555443479e+00	1.4266113382680489e+10	0.0000000000000000e+00	0.0000000000000000e+00	-4.5692243823096771e+11	0.0000000000000000e+00	0.0000000000000000e+00
47779200.000000	0.0000000000000000e+00	-5.0589705882835684e-07	7.3629503457498569e+00	1.4562362221951408e+10	0.0000000000000000e+00	0.0000000000000000e+00	-4.5896092776580945e+11	0.0000000000000000e+00	0.0000000000000000e+00
47865600.000000	0.0000000000000000e+00	-5.0687542232042278e-07	7.3273073833251505e+00	1.4259382838706644e+10	0.0000000000000000e+00	0.0000000000000000e+00	-4.5790777131809991e+11	0.0000000000000000e+00	0.0000000000000000e+00
47952000.000000	0.0000000000000000e+00	-5.0783118817329985e-07	7.3894751687115345e+00	1.4044151729883987e+10	0.0000000000000000e+00	0.0000000000000000e+00	-4.5709840124092041e+11	0.0000000000000000e+00	0.0000000000000000e+00
48038400.000000	0.0000000000000000e+00	-5.0877990772132231e-07	7.3798936147877976e+00	1.4420344252393417e+10	0.0000000000000000e+00	0.0000000000000000e+00	-4.5911440758881885e+11	0.0000000000000000e+00	0.0000000000000000e+00
48124800.000000	0.0000000000000000e+00	-5.0975868412601841e-07	7.4028183508749477e+00	1.4656117352744047e+10	0.0000000000000000e+00	0.0000000000000000e+00	-4.5730996158862823e+11	0.0000000000000000e+00	0.0000000000000000e+00
48211200.000000	0.0000000000000000e+00	-5.1067944647018346e-07	7.3840666492425218e+00	1.4309345258410076e+10	0.0000000000000000e+00	0.0000000000000000e+00	-4.5810702573448932e+11	0.0000000000000000e+00	0.0000000000000000e+00
48297600.000000	0.0000000000000000e+00	-5.1160791010713612e-07	7.3925904363150794e+00	1.4158868849153271e+10	0.0000000000000000e+00	0.0000000000000000e+00	-4.5840441513968530e+11	0.0000000000000000e+00	0.0000000000000000e+00
48384000.000000	0.0000000000000000e+00	-5.1251169190463777e-07	7.5134818528479483e+00	1.4574334291237724e+10	0.0000000000000000e+00	0.0000000000000000e+00	-4.5701650083484290e+11	0.0000000000000000e+00	0.0000000000000000e+00
48470400.000000	0.0000000000000000e+00	-5.1338773011140547e-07	7.3698793879515740e+00	1.4743659687164209e+10	0.0000000000000000e+00	0.0000000000000000e+00	-4.5910253177543896e+11	0.0000000000000000e+00	0.0000000000000000e+00
48556800.000000	0.0000000000000000e+00	-5.1429019497137886e-07	7.4982281874626873e+00	1.4373262443116461e+10	0.0000000000000000e+00	0.0000000000000000e+00	-4.5758292591043707e+11	0.0000000000000000e+00	0.0000000000000000e+00
48643200.000000	0.0000000000000000e+00	-5.1517712238525152e-07	7.4668038680623461e+00	1.4290909749935884e+10	0.0000000000000000e+00	0.0000000000000000e+00	-4.5734323942217261e+11	0.0000000000000000e+00	0.0000000000000000e+00
48729600.000000	0.0000000000000000e+00	-5.1605200418656693e-07	7.5115948615200994e+00	1.4723061662786926e+10	0.0000000000000000e+00	0.0000000000000000e+00	-4.5911474459231604e+11	0.0000000000000000e+00	0.0000000000000000e+00
48816000.000000	0.0000000000000000e+00	-5.1694692899289155e-07	7.4846401238875906e+00	1.4821506107834476e+10	0.0000000000000000e+00	0.0000000000000000e+00	-4.5714883150793231e+11	0.0000000000000000e+00	0.0000000000000000e+00
48902400.000000	0.0000000000000000e+00	-5.1781018091367932e-07	7.4631875143114348e+00	1.4430389608856077e+10	0.0000000000000000e+00	0.0000000000000000e+00	-4.5830249686619995e+11	0.0000000000000000e+00	0.0000000000000000e+00
48988800.000000	0.0000000000000000e+00	-5.1870491825502326e-07	7.5865363666127266e+00	1.4421198587188150e+10	0.0000000000000000e+00	0.0000000000000000e+00	-4.5820109334041266e+11	0.0000000000000000e+00	0.0000000000000000e+00
49075200.000000	0.0000000000000000e+00	-5.1964368101488938e-07	7.4539684641495185e+00	1.4868161278840956e+10	0.0000000000000000e+00	0.0000000000000000e+00	-4.5716365688670044e+11	0.0000000000000000e+00	0.0000000000000000e+00
49161600.000000	0.0000000000000000e+00	-5.2059021671775118e-07	7.6144804940272568e+00	1.4893310331559668e+10	0.0000000000000000e+00	0.0000000000000000e+00	-4.5916640639987317e+11	0.0000000000000000e+00	0.0000000000000000e+00
49248000.000000	0.0000000000000000e+00	-5.2159006740909307e-07	7.5467875074008033e+00	1.4504064482359106e+10	0.0000000000000000e+00	0.0000000000000000e+00	-4.5728875084991791e+11	0.0000000000000000e+00	0.0000000000000000e+00
49334400.000000	0.0000000000000000e+00	-5.2254953995266314e-07	7.5618854352798950e+00	1.4567927241107201e+10	0.0000000000000000e+00	0.0000000000000000e+00	-4.5763750042504199e+11	0.0000000000000000e+00	0.0000000000000000e+00
49420800.000000	0.0000000000000000e+00	-5.2346697696270366e-07	7.6116896745107061e+00	1.5006170078120405e+10	0.0000000000000000e+00	0.0000000000000000e+00	-4.5904051705700311e+11	0.0000000000000000e+00	0.0000000000000000e+00
49507200.000000	0.0000000000000000e+00	-5.2441387375369345e-07	7.5987463177589483e+00	1.4958199241966253e+10	0.0000000000000000e+00	0.0000000000000000e+00	-4.5702811326654303e+11	0.0000000000000000e+00	0.0000000000000000e+00
49593600.000000	0.0000000000000000e+00	-5.2531457487819932e-07	7.6517553967093361e+00	1.4573759672801739e+10	0.0000000000000000e+00	0.0000000000000000e+00	-4.5848700673517670e+11	0.0000000000000000e+00	0.0000000000000000e+00
49680000.000000	0.0000000000000000e+00	-5.2621846819627999e-07	7.5629471628873635e+00	1.4710225653776224e+10	0.0000000000000000e+00	0.0000000000000000e+00	-4.5799439649607593e+11	0.0000000000000000e+00	0.0000000000000000e+00
49766400.000000	0.0000000000000000e+00	-5.2712474651889501e-07	7.7169806375144487e+00	1.5137273300084984e+10	0.0000000000000000e+00	0.0000000000000000e+00	-4.5735171581575818e+11	0.0000000000000000e+00	0.0000000000000000e+00
49852800.000000	0.0000000000000000e+00	-5.2799417044676911e-07	7.6333393444316249e+00	1.5018636668923586e+10	0.0000000000000000e+00	0.0000000000000000e+00	-4.5915104349759839e+11	0.0000000000000000e+00	0.0000000000000000e+00
49939200.000000	0.0000000000000000e+00	-5.2887617752072156e-07	7.6464962871440143e+00	1.4661529605727419e+10	0.0000000000000000e+00	0.0000000000000000e+00	-4.5704603477117938e+11	0.0000000000000000e+00	0.0000000000000000e+00
50025600.000000	0.0000000000000000e+00	-5.2974820471724774e-07	7.6767358205110270e+00	1.4866933502312918e+10	0.0000000000000000e+00	0.0000000000000000e+00	-4.5796085150146027e+11	0.0000000000000000e+00	0.0000000000000000e+00
50112000.000000	0.0000000000000000e+00	-5.3061401556168392e-07	7.6791873826231249e+00	1.5260764202086414e+10	0.0000000000000000e+00	0.0000000000000000e+00	-4.5889335515269531e+11	0.0000000000000000e+00	0.0000000000000000e+00
50198400.000000	0.0000000000000000e+00	-5.3152194554839200e-07	7.7700265016512411e+00	1.5075194356299824e+10	0.0000000000000000e+00	0.0000000000000000e+00	-4.5695800066188708e+11	0.0000000000000000e+00	0.0000000000000000e+00
50284800.000000	0.0000000000000000e+00	-5.3240405576209828e-07	7.6325986433564967e+00	1.4747570610715826e+10	0.0000000000000000e+00	0.0000000000000000e+00	-4.5865205300783411e+11	0.0000000000000000e+00	0.0000000000000000e+00
50371200.000000	0.0000000000000000e+00	-5.3330941003814113e-07	7.7947945652557680e+00	1.5016278540737892e+10	0.0000000000000000e+00	0.0000000000000000e+00	-4.5779351191900659e+11	0.0000000000000000e+00	0.0000000000000000e+00
50457600.000000	0.0000000000000000e+00	-5.3426762816406414e-07	7.7116705620185044e+00	1.5374398776281996e+10	0.0000000000000000e+00	0.0000000000000000e+00	-4.5756712540711584e+11	0.0000000000000000e+00	0.0000000000000000e+00
50544000.000000	0.0000000000000000e+00	-5.3521002985386251e-07	7.7303261797827840e+00	1.5129917917053175e+10	0.0000000000000000e+00	0.0000000000000000e+00	-4.5906079108772931e+11	0.0000000000000000e+00	0.0000000000000000e+00
50630400.000000	0.0000000000000000e+00	-5.3618471901697760e-07	7.8417343720961794e+00	1.4852132437304497e+10	0.0000000000000000e+00	0.0000000000000000e+00	-4.5687131421488226e+11	0.0000000000000000e+00	0.0000000000000000e+00
50716800.000000	0.0000000000000000e+00	-5.3713795675138710e-07	7.7563735477485194e+00	1.5176980674037580e+10	0.0000000000000000e+00	0.0000000000000000e+00	-4.5829020718745605e+11	0.0000000000000000e+00	0.0000000000000000e+00
50803200.000000	0.0000000000000000e+00	-5.3805046892408148e-07	7.7929993515017246e+00	1.5481400241412050e+10	0.0000000000000000e+00	0.0000000000000000e+00	-4.5868049004455896e+11	0.0000000000000000e+00	0.0000000000000000e+00
50889600.000000	0.0000000000000000e+00	-5.3897967150012753e-07	7.8139630753917251e+00	1.5183920074666945e+10	0.0000000000000000e+00	0.0000000000000000e+00	-4.5694657009913770e+11	0.0000000000000000e+00	0.0000000000000000e+00
50976000.000000	0.0000000000000000e+00	-5.3986681518438257e-07	7.8262836328960921e+00	1.4956211653076345e+10	0.0000000000000000e+00	0.0000000000000000e+00	-4.5878900562744666e+11	0.0000000000000000e+00	0.0000000000000000e+00
51062400.000000	0.0000000000000000e+00	-5.4074538448236626e-07	7.8406760732969456e+00	1.5327585173771841e+10	0.0000000000000000e+00	0.0000000000000000e+00	-4.5760647202135895e+11	0.0000000000000000e+00	0.0000000000000000e+00
51148800.000000	0.0000000000000000e+00	-5.4164547259879069e-07	7.8181828836904623e+00	1.5576198458902946e+10	0.0000000000000000e+00	0.0000000000000000e+00	-4.5779603529066077e+11	0.0000000000000000e+00	0.0000000000000000e+00
51235200.000000	0.0000000000000000e+00	-5.4251764331144061e-07	7.9208246526210422e+00	1.5239148058227345e+10	0.0000000000000000e+00	0.0000000000000000e+00	-4.5890518559485010e+11	0.0000000000000000e+00	0.0000000000000000e+00
51321600.000000	0.0000000000000000e+00	-5.4339744270387940e-07	7.8669131578336007e+00	1.5078264976371368e+10	0.0000000000000000e+00	0.0000000000000000e+00	-4.5677565725550171e+11	0.0000000000000000e+00	0.0000000000000000e+00
51408000.000000	0.0000000000000000e+00	-5.4427089326952768e-07	7.8937005390600294e+00	1.5485797670580954e+10	0.0000000000000000e+00	0.0000000000000000e+00	-4.5860156498519720e+11	0.0000000000000000e+00	0.0000000000000000e+00
51494400.000000	0.0000000000000000e+00	-5.4512649006922624e-07	7.8794297764148133e+00	1.5666759606899534e+10	0.0000000000000000e+00	0.0000000000000000e+00	-4.5841448891346320e+11	0.0000000000000000e+00	0.0000000000000000e+00
51580800.000000	0.0000000000000000e+00	-5.4603812125670789e-07	7.9423889953288445e+00	1.5296826811940964e+10	0.0000000000000000e+00	0.0000000000000000e+00	-4.5699882556868756e+11	0.0000000000000000e+00	0.0000000000000000e+00
51667200.000000	0.0000000000000000e+00	-5.4694736445027327e-07	7.9210324122747577e+00	1.5199818001317558e+10	0.0000000000000000e+00	0.0000000000000000e+00	-4.5888949455580920e+11	0.0000000000000000e+00	0.0000000000000000e+00
51753600.000000	0.0000000000000000e+00	-5.4788773479902858e-07	7.9009506493016737e+00	1.5631713358095150e+10	0.0000000000000000e+00	0.0000000000000000e+00	-4.5744016899164771e+11	0.0000000000000000e+00	0.0000000000000000e+00
51840000.000000	0.0000000000000000e+00	-5.4888080426856025e-07	8.0339915237658470e+00	1.5743662784389959e+10	0.0000000000000000e+00	0.0000000000000000e+00	-4.5802521254111334e+11	0.0000000000000000e+00	0.0000000000000000e+00
51926400.000000	0.0000000000000000e+00	-5.4981868190966978e-07	7.8887721693874155e+00	1.5358585958888380e+10	0.0000000000000000e+00	0.0000000000000000e+00	-4.5869787376037555e+11	0.0000000000000000e+00	0.0000000000000000e+00
52012800.000000	0.0000000000000000e+00	-5.5074807258119904e-07	8.0255339997838586e+00	1.5337928934931087e+10	0.0000000000000000e+00	0.0000000000000000e+00	-4.5676394744895874e+11	0.0000000000000000e+00	0.0000000000000000e+00
52099200.000000	0.0000000000000000e+00	-5.5168612732072947e-07	8.0011022287765741e+00	1.5781294826388578e+10	0.0000000000000000e+00	0.0000000000000000e+00	-4.5887197250228314e+11	0.0000000000000000e+00	0.0000000000000000e+00
52185600.000000	0.0000000000000000e+00	-5.5258449973003536e-07	8.0101473784826922e+00	1.5819820545514807e+10	0.0000000000000000e+00	0.0000000000000000e+00	-4.5811250464932501e+11	0.0000000000000000e+00	0.0000000000000000e+00
52272000.000000	0.0000000000000000e+00	-5.5350363495544334e-07	8.0193803674899904e+00	1.5425848304774611e+10	0.0000000000000000e+00	0.0000000000000000e+00	-4.5711585871033582e+11	0.0000000000000000e+00	0.0000000000000000e+00
52358400.000000	0.0000000000000000e+00	-5.5439344287930424e-07	8.0268063604326070e+00	1.5474263309842077e+10	0.0000000000000000e+00	0.0000000000000000e+00	-4.5894595547267578e+11	0.0000000000000000e+00	0.0000000000000000e+00
52444800.000000	0.0000000000000000e+00	-5.5526177651483112e-07	8.1169434471251556e+00	1.5917098198735411e+10	0.0000000000000000e+00	0.0000000000000000e+00	-4.5730048603323309e+11	0.0000000000000000e+00	0.0000000000000000e+00
52531200.000000	0.0000000000000000e+00	-5.5614831440728456e-07	7.9792451079816864e+00	1.5881979820271122e+10	0.0000000000000000e+00	0.0000000000000000e+00	-4.5824275116120654e+11	0.0000000000000000e+00	0.0000000000000000e+00
52617600.000000	0.0000000000000000e+00	-5.5701146888295256e-07	8.0954917955339827e+00	1.5499268381500416e+10	0.0000000000000000e+00	0.0000000000000000e+00	-4.5845525037493610e+11	0.0000000000000000e+00	0.0000000000000000e+00
52704000.000000	0.0000000000000000e+00	-5.5788931117024257e-07	8.0950841933430961e+00	1.5624980172450687e+10	0.0000000000000000e+00	0.0000000000000000e+00	-4.5683471365173230e+11	0.0000000000000000e+00	0.0000000000000000e+00
52790400.000000	0.0000000000000000e+00	-5.5878868830663111e-07	8.0986291667287986e+00	1.6053034226780809e+10	0.0000000000000000e+00	0.0000000000000000e+00	-4.5908144181582635e+11	0.0000000000000000e+00	0.0000000000000000e+00
52876800.000000	0.0000000000000000e+00	-5.5965955138475501e-07	8.1173820609680849e+00	1.5947513075692099e+10	0.0000000000000000e+00	0.0000000000000000e+00	-4.5779509021115265e+11	0.0000000000000000e+00	0.0000000000000000e+00
52963200.000000	0.0000000000000000e+00	-5.6058072442513053e-07	8.1121217677840018e+00	1.5580926753653946e+10	0.0000000000000000e+00	0.0000000000000000e+00	-4.5729424329923810e+11	0.0000000000000000e+00	0.0000000000000000e+00
53049600.000000	0.0000000000000000e+00	-5.6151672520931258e-07	8.1724305838391711e+00	1.5771670194434448e+10	0.0000000000000000e+00	0.0000000000000000e+00	-4.5895228915188867e+11	0.0000000000000000e+00	0.0000000000000000e+00
53136000.000000	0.0000000000000000e+00	-5.6246482307786953e-07	8.0861757801277108e+00	1.6174467081293020e+10	0.0000000000000000e+00	0.0000000000000000e+00	-4.5719246685045544e+11	0.0000000000000000e+00	0.0000000000000000e+00
53222400.000000	0.0000000000000000e+00	-5.6346405994725542e-07	8.2271188449042487e+00	1.5999893280626518e+10	0.0000000000000000e+00	0.0000000000000000e+00	-4.5843854847595801e+11	0.0000000000000000e+00	0.0000000000000000e+00
53308800.000000	0.0000000000000000e+00	-5.6440869032391802e-07	8.1586847621775469e+00	1.5669662820924463e+10	0.0000000000000000e+00	0.0000000000000000e+00	-4.5819496376646313e+11	0.0000000000000000e+00	0.0000000000000000e+00
53395200.000000	0.0000000000000000e+00	-5.6533118399280694e-07	8.1868928119345821e+00	1.5929894570838398e+10	0.0000000000000000e+00	0.0000000000000000e+00	-4.5698049653065991e+11	0.0000000000000000e+00	0.0000000000000000e+00
53481600.000000	0.0000000000000000e+00	-5.6626044159589218e-07	8.2268426178577680e+00	1.6293489226002491e+10	0.0000000000000000e+00	0.0000000000000000e+00	-4.5921462782003455e+11	0.0000000000000000e+00	0.0000000000000000e+00
53568000.000000	0.0000000000000000e+00	-5.6714721406536850e-07	8.2158712552759852e+00	1.6059891633979305e+10	0.0000000000000000e+00	0.0000000000000000e+00	-4.5748466993126355e+11	0.0000000000000000e+00	0.0000000000000000e+00
53654400.000000	0.0000000000000000e+00	-5.6805079508017128e-07	8.2232406346826821e+00	1.5768786925851412e+10	0.0000000000000000e+00	0.0000000000000000e+00	-4.5752577276756006e+11	0.0000000000000000e+00	0.0000000000000000e+00
53740800.000000	0.0000000000000000e+00	-5.6894486142434558e-07	8.1977336464865935e+00	1.6081373272043823e+10	0.0000000000000000e+00	0.0000000000000000e+00	-4.5890456501417438e+11	0.0000000000000000e+00	0.0000000000000000e+00
53827200.000000	0.0000000000000000e+00	-5.6981827316055630e-07	8.3230498253027729e+00	1.6397984453518305e+10	0.0000000000000000e+00	0.0000000000000000e+00	-4.5712044472204767e+11	0.0000000000000000e+00	0.0000000000000000e+00
53913600.000000	0.0000000000000000e+00	-5.7071311241623847e-07	8.2586655529074982e+00	1.6108630390954208e+10	0.0000000000000000e+00	0.0000000000000000e+00	-4.5860455127503564e+11	0.0000000000000000e+00	0.0000000000000000e+00
54000000.000000	0.0000000000000000e+00	-5.7157552574994932e-07	8.2719869632936902e+00	1.5874623597343182e+10	0.0000000000000000e+00	0.0000000000000000e+00	-4.5793444811131171e+11	0.0000000000000000e+00	0.0000000000000000e+00
54086400.000000	0.0000000000000000e+00	-5.7244393556301924e-07	8.2944558188371005e+00	1.6240955346884832e+10	0.0000000000000000e+00	0.0000000000000000e+00	-4.5718869180299915e+11	0.0000000000000000e+00	0.0000000000000000e+00
54172800.000000	0.0000000000000000e+00	-5.7336132307853708e-07	8.3174909230568428e+00	1.6498945648696730e+10	0.0000000000000000e+00	0.0000000000000000e+00	-4.5926210791410632e+11	0.0000000000000000e+00	0.0000000000000000e+00
54259200.000000	0.0000000000000000e+00	-5.7426656293942242e-07	8.3175460744417329e+00	1.6168917829714598e+10	0.0000000000000000e+00	0.0000000000000000e+00	-4.5720379399102637e+11	0.0000000000000000e+00	0.0000000000000000e+00
54345600.000000	0.0000000000000000e+00	-5.7522512178002913e-07	8.3090961239429024e+00	1.5992112757193911e+10	0.0000000000000000e+00	0.0000000000000000e+00	-4.5779762152026801e+11	0.0000000000000000e+00	0.0000000000000000e+00
54432000.000000	0.0000000000000000e+00	-5.7620430932295582e-07	8.3961113262784881e+00	1.6391215985127710e+10	0.0000000000000000e+00	0.0000000000000000e+00	-4.5880168345053375e+11	0.0000000000000000e+00	0.0000000000000000e+00
54518400.000000	0.0000000000000000e+00	-5.7714618861556128e-07	8.3402459508038884e+00	1.6585973374615316e+10	0.0000000000000000e+00	0.0000000000000000e+00	-4.5708806610210608e+11	0.0000000000000000e+00	0.0000000000000000e+00
54604800.000000	0.0000000000000000e+00	-5.7811308622312558e-07	8.3287052006584030e+00	1.6220530347245050e+10	0.0000000000000000e+00	0.0000000000000000e+00	-4.5873480004020386e+11	0.0000000000000000e+00	0.0000000000000000e+00
54691200.000000	0.0000000000000000e+00	-5.7904610509040610e-07	8.4716780553953495e+00	1.6114781871113405e+10	0.0000000000000000e+00	0.0000000000000000e+00	-4.5768962876064392e+11	0.0000000000000000e+00	0.0000000000000000e+00
54777600.000000	0.0000000000000000e+00	-5.7995864563909617e-07	8.3262203986696388e+00	1.6545707766176865e+10	0.0000000000000000e+00	0.0000000000000000e+00	-4.5744276911084052e+11	0.0000000000000000e+00	0.0000000000000000e+00
54864000.000000	0.0000000000000000e+00	-5.8089035421876444e-07	8.4629267981924965e+00	1.6669941945994455e+10	0.0000000000000000e+00	0.0000000000000000e+00	-4.5922113866138727e+11	0.0000000000000000e+00	0.0000000000000000e+00
54950400.000000	0.0000000000000000e+00	-5.8177871728859139e-07	8.4302669889080910e+00	1.6286996188885635e+10	0.0000000000000000e+00	0.0000000000000000e+00	-4.5697332543030109e+11	0.0000000000000000e+00	0.0000000000000000e+00
55036800.000000	0.0000000000000000e+00	-5.8266945271223420e-07	8.4639690320863821e+00	1.6249228008692850e+10	0.0000000000000000e+00	0.0000000000000000e+00	-4.5809296785196582e+11	0.0000000000000000e+00	0.0000000000000000e+00
55123200.000000	0.0000000000000000e+00	-5.8355607015680147e-07	8.4479115863355130e+00	1.6689024688778906e+10	0.0000000000000000e+00	0.0000000000000000e+00	-4.5864590677451678e+11	0.0000000000000000e+00	0.0000000000000000e+00
55209600.000000	0.0000000000000000e+00	-5.8442663879971740e-07	8.4285574905698013e+00	1.6741123852354988e+10	0.0000000000000000e+00	0.0000000000000000e+00	-4.5709816874982391e+11	0.0000000000000000e+00	0.0000000000000000e+00
55296000.000000	0.0000000000000000e+00	-5.8533069392520698e-07	8.5339600548377987e+00	1.6347539954926859e+10	0.0000000000000000e+00	0.0000000000000000e+00	-4.5882531861459814e+11	0.0000000000000000e+00	0.0000000000000000e+00
55382400.000000	0.0000000000000000e+00	-5.8621877738396906e-07	8.4553720752529937e+00	1.6386450417597477e+10	0.0000000000000000e+00	0.0000000000000000e+00	-4.5747391562393585e+11	0.0000000000000000e+00	0.0000000000000000e+00
55468800.000000	0.0000000000000000e+00	-5.8709415306129387e-07	8.5210404535545283e+00	1.6832495843302877e+10	0.0000000000000000e+00	0.0000000000000000e+00	-4.5772373771500690e+11	0.0000000000000000e+00	0.0000000000000000e+00
55555200.000000	0.0000000000000000e+00	-5.8802831757617578e-07	8.5175185932740085e+00	1.6811200189418995e+10	0.0000000000000000e+00	0.0000000000000000e+00	-4.5909581716453436e+11	0.0000000000000000e+00	0.0000000000000000e+00
55641600.000000	0.0000000000000000e+00	-5.8895706086654359e-07	8.5450366352106215e+00	1.6425441510115467e+10	0.0000000000000000e+00	0.0000000000000000e+00	-4.5681071942897388e+11	0.0000000000000000e+00	0.0000000000000000e+00
55728000.000000	0.0000000000000000e+00	-5.8993137019427594e-07	8.5342087000074773e+00	1.6534317532294523e+10	0.0000000000000000e+00	0.0000000000000000e+00	-4.5839206322390924e+11	0.0000000000000000e+00	0.0000000000000000e+00
55814400.000000	0.0000000000000000e+00	-5.9094046281073087e-07	8.5364168485836398e+00	1.6964084414058828e+10	0.0000000000000000e+00	0.0000000000000000e+00	-4.5844317521461536e+11	0.0000000000000000e+00	0.0000000000000000e+00
55900800.000000	0.0000000000000000e+00	-5.9188846262854193e-07	8.6340490428848842e+00	1.6870162152096376e+10	0.0000000000000000e+00	0.0000000000000000e+00	-4.5715250694481940e+11	0.0000000000000000e+00	0.0000000000000000e+00
