# Time since Start (s)	Non-Conservative Translational Work (J)	Non-Conservative Rotational Work (J)	Work from Gravity-Gradient Torque (J)	Work from Aspherical Earth Potential (J)	Work from Sun Acceleration (J)	Work from Moon Acceleration (J)	Earth Potential Energy (J)	Sun Potential (J)	Moon Potential (J)
83376000.000000	0.0000000000000000e+00	-8.8255175120756280e-07	1.2810150050087438e+01	2.5314340932159683e+10	0.0000000000000000e+00	0.0000000000000000e+00	-4.5730861993987799e+11	0.0000000000000000e+00	0.0000000000000000e+00
83462400.000000	0.0000000000000000e+00	-8.8348388889974856e-07	1.2785462471640402e+01	2.5266003103654709e+10	0.0000000000000000e+00	0.0000000000000000e+00	-4.5823346393000531e+11	0.0000000000000000e+00	0.0000000000000000e+00
83548800.000000	0.0000000000000000e+00	-8.8436924421695593e-07	1.2819941973930302e+01	2.4885612720184906e+10	0.0000000000000000e+00	0.0000000000000000e+00	-4.5845713337580200e+11	0.0000000000000000e+00	0.0000000000000000e+00
83635200.000000	0.0000000000000000e+00	-8.8525579494689566e-07	1.2806972265726431e+01	2.5024319979357811e+10	0.0000000000000000e+00	0.0000000000000000e+00	-4.5683993108277765e+11	0.0000000000000000e+00	0.0000000000000000e+00
83721600.000000	0.0000000000000000e+00	-8.8615312093985587e-07	1.2779136622208757e+01	2.5448915823171768e+10	0.0000000000000000e+00	0.0000000000000000e+00	-4.5908251358206256e+11	0.0000000000000000e+00	0.0000000000000000e+00
83808000.000000	0.0000000000000000e+00	-8.8702799167318202e-07	1.2894240970865342e+01	2.5330821306244644e+10	0.0000000000000000e+00	0.0000000000000000e+00	-4.5779571921004102e+11	0.0000000000000000e+00	0.0000000000000000e+00
83894400.000000	0.0000000000000000e+00	-8.8791271560791974e-07	1.2816996961628982e+01	2.4968877885494247e+10	0.0000000000000000e+00	0.0000000000000000e+00	-4.5728824184417523e+11	0.0000000000000000e+00	0.0000000000000000e+00
83980800.000000	0.0000000000000000e+00	-8.8877905750579515e-07	1.2869115256736462e+01	2.5171832125246681e+10	0.0000000000000000e+00	0.0000000000000000e+00	-4.5896076054531207e+11	0.0000000000000000e+00	0.0000000000000000e+00
84067200.000000	0.0000000000000000e+00	-8.8963981683765146e-07	1.2866628047170519e+01	2.5568894131776791e+10	0.0000000000000000e+00	0.0000000000000000e+00	-4.5719763616607281e+11	0.0000000000000000e+00	0.0000000000000000e+00
84153600.000000	0.0000000000000000e+00	-8.9055562249696307e-07	1.2925443864293628e+01	2.5382521612709579e+10	0.0000000000000000e+00	0.0000000000000000e+00	-4.5842866333103540e+11	0.0000000000000000e+00	0.0000000000000000e+00
84240000.000000	0.0000000000000000e+00	-8.9146040093756455e-07	1.2884587074807948e+01	2.5058952330082588e+10	0.0000000000000000e+00	0.0000000000000000e+00	-4.5819944983358429e+11	0.0000000000000000e+00	0.0000000000000000e+00
84326400.000000	0.0000000000000000e+00	-8.9239699557691364e-07	1.2862194511595014e+01	2.5330374113283283e+10	0.0000000000000000e+00	0.0000000000000000e+00	-4.5698526136262524e+11	0.0000000000000000e+00	0.0000000000000000e+00
84412800.000000	0.0000000000000000e+00	-8.9338310529140581e-07	1.3016807939857566e+01	2.5686318781971306e+10	0.0000000000000000e+00	0.0000000000000000e+00	-4.5921485399905750e+11	0.0000000000000000e+00	0.0000000000000000e+00
84499200.000000	0.0000000000000000e+00	-8.9432174112950672e-07	1.2852611593498379e+01	2.5442305510775467e+10	0.0000000000000000e+00	0.0000000000000000e+00	-4.5748423274701489e+11	0.0000000000000000e+00	0.0000000000000000e+00
84585600.000000	0.0000000000000000e+00	-8.9527777570148482e-07	1.3021403556044080e+01	2.5159868235477127e+10	0.0000000000000000e+00	0.0000000000000000e+00	-4.5752139312705048e+11	0.0000000000000000e+00	0.0000000000000000e+00
84672000.000000	0.0000000000000000e+00	-8.9621459387644679e-07	1.2964726246417250e+01	2.5482142879557880e+10	0.0000000000000000e+00	0.0000000000000000e+00	-4.5891463547570593e+11	0.0000000000000000e+00	0.0000000000000000e+00
84758400.000000	0.0000000000000000e+00	-8.9711848604064677e-07	1.2958392156843566e+01	2.5789240587199413e+10	0.0000000000000000e+00	0.0000000000000000e+00	-4.5712228399468298e+11	0.0000000000000000e+00	0.0000000000000000e+00
84844800.000000	0.0000000000000000e+00	-8.9804658869208366e-07	1.3005364375820907e+01	2.5490942946106869e+10	0.0000000000000000e+00	0.0000000000000000e+00	-4.5859509036980334e+11	0.0000000000000000e+00	0.0000000000000000e+00
84931200.000000	0.0000000000000000e+00	-8.9893648889915840e-07	1.2996589029936207e+01	2.5267122291334919e+10	0.0000000000000000e+00	0.0000000000000000e+00	-4.5794141068820654e+11	0.0000000000000000e+00	0.0000000000000000e+00
85017600.000000	0.0000000000000000e+00	-8.9980928292464779e-07	1.3097921000147085e+01	2.5641469061885189e+10	0.0000000000000000e+00	0.0000000000000000e+00	-4.5719239672243481e+11	0.0000000000000000e+00	0.0000000000000000e+00
85104000.000000	0.0000000000000000e+00	-9.0070063693048538e-07	1.2943396340849169e+01	2.5888562499321049e+10	0.0000000000000000e+00	0.0000000000000000e+00	-4.5926148404832770e+11	0.0000000000000000e+00	0.0000000000000000e+00
85190400.000000	0.0000000000000000e+00	-9.0157086785961283e-07	1.3107328681505027e+01	2.5551554999857582e+10	0.0000000000000000e+00	0.0000000000000000e+00	-4.5720276335492950e+11	0.0000000000000000e+00	0.0000000000000000e+00
85276800.000000	0.0000000000000000e+00	-9.0246173159298556e-07	1.3042990958779255e+01	2.5386384813380772e+10	0.0000000000000000e+00	0.0000000000000000e+00	-4.5779520893781854e+11	0.0000000000000000e+00	0.0000000000000000e+00
85363200.000000	0.0000000000000000e+00	-9.0335635192987484e-07	1.3065290296916427e+01	2.5791472546734810e+10	0.0000000000000000e+00	0.0000000000000000e+00	-4.5881242674058148e+11	0.0000000000000000e+00	0.0000000000000000e+00
85449600.000000	0.0000000000000000e+00	-9.0422699788188248e-07	1.3077995922073317e+01	2.5974092005530365e+10	0.0000000000000000e+00	0.0000000000000000e+00	-4.5708654093599084e+11	0.0000000000000000e+00	0.0000000000000000e+00
85536000.000000	0.0000000000000000e+00	-9.0515651392754210e-07	1.3078172487795536e+01	2.5603645491802334e+10	0.0000000000000000e+00	0.0000000000000000e+00	-4.5872677592441309e+11	0.0000000000000000e+00	0.0000000000000000e+00
85622400.000000	0.0000000000000000e+00	-9.0608462483704570e-07	1.3165727737469279e+01	2.5510361325082939e+10	0.0000000000000000e+00	0.0000000000000000e+00	-4.5769866158340271e+11	0.0000000000000000e+00	0.0000000000000000e+00
85708800.000000	0.0000000000000000e+00	-9.0704374438086914e-07	1.3071836776887366e+01	2.5945147096369141e+10	0.0000000000000000e+00	0.0000000000000000e+00	-4.5744486962418457e+11	0.0000000000000000e+00	0.0000000000000000e+00
85795200.000000	0.0000000000000000e+00	-9.0805693948119604e-07	1.3160474990701264e+01	2.6056574780751938e+10	0.0000000000000000e+00	0.0000000000000000e+00	-4.5921984222402838e+11	0.0000000000000000e+00	0.0000000000000000e+00
85881600.000000	0.0000000000000000e+00	-9.0900458966777761e-07	1.3155445938363043e+01	2.5670947937655392e+10	0.0000000000000000e+00	0.0000000000000000e+00	-4.5697220168231342e+11	0.0000000000000000e+00	0.0000000000000000e+00
85968000.000000	0.0000000000000000e+00	-9.0993962027124727e-07	1.3119853932657124e+01	2.5646360441920261e+10	0.0000000000000000e+00	0.0000000000000000e+00	-4.5809261905331165e+11	0.0000000000000000e+00	0.0000000000000000e+00
86054400.000000	0.0000000000000000e+00	-9.1087341495203819e-07	1.3254806981610558e+01	2.6087710640119198e+10	0.0000000000000000e+00	0.0000000000000000e+00	-4.5865637925054089e+11	0.0000000000000000e+00	0.0000000000000000e+00
86140800.000000	0.0000000000000000e+00	-9.1176680133609395e-07	1.3173021388390721e+01	2.6126523046250660e+10	0.0000000000000000e+00	0.0000000000000000e+00	-4.5709357602033044e+11	0.0000000000000000e+00	0.0000000000000000e+00
86227200.000000	0.0000000000000000e+00	-9.1268118120937139e-07	1.3203309048355772e+01	2.5732478933134239e+10	0.0000000000000000e+00	0.0000000000000000e+00	-4.5881962595326080e+11	0.0000000000000000e+00	0.0000000000000000e+00
86313600.000000	0.0000000000000000e+00	-9.1357765594547053e-07	1.3192670321289276e+01	2.5784604986505249e+10	0.0000000000000000e+00	0.0000000000000000e+00	-4.5748436294020166e+11	0.0000000000000000e+00	0.0000000000000000e+00
86400000.000000	0.0000000000000000e+00	-9.1445991314465909e-07	1.3258523549644869e+01	2.6229884924502972e+10	0.0000000000000000e+00	0.0000000000000000e+00	-4.5772383183194775e+11	0.0000000000000000e+00	0.0000000000000000e+00
86486400.000000	0.0000000000000000e+00	-9.1535459558205636e-07	1.3251048711188348e+01	2.6195439433344086e+10	0.0000000000000000e+00	0.0000000000000000e+00	-4.5909418731040802e+11	0.0000000000000000e+00	0.0000000000000000e+00
86572800.000000	0.0000000000000000e+00	-9.1621598781238335e-07	1.3209865012542194e+01	2.5811638439506920e+10	0.0000000000000000e+00	0.0000000000000000e+00	-4.5680995384791138e+11	0.0000000000000000e+00	0.0000000000000000e+00
86659200.000000	0.0000000000000000e+00	-9.1709544669523900e-07	1.3312985922216958e+01	2.5933630323246876e+10	0.0000000000000000e+00	0.0000000000000000e+00	-4.5839363475860944e+11	0.0000000000000000e+00	0.0000000000000000e+00
86745600.000000	0.0000000000000000e+00	-9.1801669364128698e-07	1.3278166896577163e+01	2.6360333715938290e+10	0.0000000000000000e+00	0.0000000000000000e+00	-4.5845251706676660e+11	0.0000000000000000e+00	0.0000000000000000e+00
86832000.000000	0.0000000000000000e+00	-9.1891981031019117e-07	1.3299306181100578e+01	2.6253593637198689e+10	0.0000000000000000e+00	0.0000000000000000e+00	-4.5714543987420398e+11	0.0000000000000000e+00	0.0000000000000000e+00
86918400.000000	0.0000000000000000e+00	-9.1988087603179079e-07	1.3300255934274137e+01	2.5887321464385517e+10	0.0000000000000000e+00	0.0000000000000000e+00	-4.5887122593208594e+11	0.0000000000000000e+00	0.0000000000000000e+00
87004800.000000	0.0000000000000000e+00	-9.2084218758934189e-07	1.3325897698102372e+01	2.6081970355754108e+10	0.0000000000000000e+00	0.0000000000000000e+00	-4.5730857214085614e+11	0.0000000000000000e+00	0.0000000000000000e+00
87091200.000000	0.0000000000000000e+00	-9.2179143198539604e-07	1.3342585277991789e+01	2.6486504101860519e+10	0.0000000000000000e+00	0.0000000000000000e+00	-4.5800961087666254e+11	0.0000000000000000e+00	0.0000000000000000e+00
87177600.000000	0.0000000000000000e+00	-9.2277628873590947e-07	1.3313248135815577e+01	2.6313784713703758e+10	0.0000000000000000e+00	0.0000000000000000e+00	-4.5889512871442987e+11	0.0000000000000000e+00	0.0000000000000000e+00
87264000.000000	0.0000000000000000e+00	-9.2371520314976710e-07	1.3439310316497414e+01	2.5982167685740379e+10	0.0000000000000000e+00	0.0000000000000000e+00	-4.5672847847727026e+11	0.0000000000000000e+00	0.0000000000000000e+00
87350400.000000	0.0000000000000000e+00	-9.2463547969511691e-07	1.3297920439024979e+01	2.6238704288402306e+10	0.0000000000000000e+00	0.0000000000000000e+00	-4.5867682189675317e+11	0.0000000000000000e+00	0.0000000000000000e+00
87436800.000000	0.0000000000000000e+00	-9.2557278871551642e-07	1.3424033261705883e+01	2.6601684659140949e+10	0.0000000000000000e+00	0.0000000000000000e+00	-4.5821066413914233e+11	0.0000000000000000e+00	0.0000000000000000e+00
87523200.000000	0.0000000000000000e+00	-9.2646222514368498e-07	1.3416789374089049e+01	2.6365479514964947e+10	0.0000000000000000e+00	0.0000000000000000e+00	-4.5724263374116956e+11	0.0000000000000000e+00	0.0000000000000000e+00
87609600.000000	0.0000000000000000e+00	-9.2736033943494636e-07	1.3411489215445831e+01	2.6074878624322205e+10	0.0000000000000000e+00	0.0000000000000000e+00	-4.5888062156407544e+11	0.0000000000000000e+00	0.0000000000000000e+00
87696000.000000	0.0000000000000000e+00	-9.2824553063775572e-07	1.3444691727513327e+01	2.6391717588038921e+10	0.0000000000000000e+00	0.0000000000000000e+00	-4.5717799705735229e+11	0.0000000000000000e+00	0.0000000000000000e+00
87782400.000000	0.0000000000000000e+00	-9.2912467926383592e-07	1.3391664057655609e+01	2.6709284594050961e+10	0.0000000000000000e+00	0.0000000000000000e+00	-4.5828322244173572e+11	0.0000000000000000e+00	0.0000000000000000e+00
87868800.000000	0.0000000000000000e+00	-9.3003509655298761e-07	1.3540309427248078e+01	2.6422747144479473e+10	0.0000000000000000e+00	0.0000000000000000e+00	-4.5863860537793726e+11	0.0000000000000000e+00	0.0000000000000000e+00
87955200.000000	0.0000000000000000e+00	-9.3091002211449544e-07	1.3411407180885728e+01	2.6187395529461540e+10	0.0000000000000000e+00	0.0000000000000000e+00	-4.5673421855173273e+11	0.0000000000000000e+00	0.0000000000000000e+00
88041600.000000	0.0000000000000000e+00	-9.3178550393371698e-07	1.3479130834547181e+01	2.6549940890970589e+10	0.0000000000000000e+00	0.0000000000000000e+00	-4.5892102147413397e+11	0.0000000000000000e+00	0.0000000000000000e+00
88128000.000000	0.0000000000000000e+00	-9.3271731920477669e-07	1.3507779051175621e+01	2.6807910733734615e+10	0.0000000000000000e+00	0.0000000000000000e+00	-4.5794413099922479e+11	0.0000000000000000e+00	0.0000000000000000e+00
88214400.000000	0.0000000000000000e+00	-9.3364344809984083e-07	1.3506011378037176e+01	2.6474218584694244e+10	0.0000000000000000e+00	0.0000000000000000e+00	-4.5738362141192914e+11	0.0000000000000000e+00	0.0000000000000000e+00
88300800.000000	0.0000000000000000e+00	-9.3462670243723491e-07	1.3520177140366201e+01	2.6297869115661331e+10	0.0000000000000000e+00	0.0000000000000000e+00	-4.5884812849047778e+11	0.0000000000000000e+00	0.0000000000000000e+00
88387200.000000	0.0000000000000000e+00	-9.3562696241583384e-07	1.3538555196122205e+01	2.6701571080888260e+10	0.0000000000000000e+00	0.0000000000000000e+00	-4.5709608758572015e+11	0.0000000000000000e+00	0.0000000000000000e+00
88473600.000000	0.0000000000000000e+00	-9.3657017303640248e-07	1.3557054334365343e+01	2.6896650164789017e+10	0.0000000000000000e+00	0.0000000000000000e+00	-4.5852771463495740e+11	0.0000000000000000e+00	0.0000000000000000e+00
88560000.000000	0.0000000000000000e+00	-9.3752847437535341e-07	1.3510858992000902e+01	2.6534629980753296e+10	0.0000000000000000e+00	0.0000000000000000e+00	-4.5834442273601544e+11	0.0000000000000000e+00	0.0000000000000000e+00
88646400.000000	0.0000000000000000e+00	-9.3844809366817988e-07	1.3622054052225163e+01	2.6427892231705280e+10	0.0000000000000000e+00	0.0000000000000000e+00	-4.5682703012390131e+11	0.0000000000000000e+00	0.0000000000000000e+00
88732800.000000	0.0000000000000000e+00	-9.3934863818620938e-07	1.3594221369143312e+01	2.6854974604997467e+10	0.0000000000000000e+00	0.0000000000000000e+00	-4.5910715561112500e+11	0.0000000000000000e+00	0.0000000000000000e+00
88819200.000000	0.0000000000000000e+00	-9.4027238703202422e-07	1.3583935958010613e+01	2.6979445909833134e+10	0.0000000000000000e+00	0.0000000000000000e+00	-4.5766905781561285e+11	0.0000000000000000e+00	0.0000000000000000e+00
88905600.000000	0.0000000000000000e+00	-9.4116372643011646e-07	1.3608860213466238e+01	2.6592228205266720e+10	0.0000000000000000e+00	0.0000000000000000e+00	-4.5756437228652887e+11	0.0000000000000000e+00	0.0000000000000000e+00
88992000.000000	0.0000000000000000e+00	-9.4205686117684825e-07	1.3630156449557733e+01	2.6554695430675476e+10	0.0000000000000000e+00	0.0000000000000000e+00	-4.5877520954910840e+11	0.0000000000000000e+00	0.0000000000000000e+00
89078400.000000	0.0000000000000000e+00	-9.4293616952518173e-07	1.3658826712604426e+01	2.6999235061021938e+10	0.0000000000000000e+00	0.0000000000000000e+00	-4.5706339248346545e+11	0.0000000000000000e+00	0.0000000000000000e+00
89164800.000000	0.0000000000000000e+00	-9.4379572684387651e-07	1.3589365032115440e+01	2.7051347529512554e+10	0.0000000000000000e+00	0.0000000000000000e+00	-4.5872924395818555e+11	0.0000000000000000e+00	0.0000000000000000e+00
89251200.000000	0.0000000000000000e+00	-9.4469793207953952e-07	1.3710626805716135e+01	2.6661411932066998e+10	0.0000000000000000e+00	0.0000000000000000e+00	-4.5803450091239099e+11	0.0000000000000000e+00	0.0000000000000000e+00
89337600.000000	0.0000000000000000e+00	-9.4559570070021987e-07	1.3678761796099955e+01	2.6699869649951805e+10	0.0000000000000000e+00	0.0000000000000000e+00	-4.5700016468705139e+11	0.0000000000000000e+00	0.0000000000000000e+00
